"Step","decent-cherry-435 - par_0","decent-cherry-435 - par_0__MIN","decent-cherry-435 - par_0__MAX","decent-cherry-435 - par_1","decent-cherry-435 - par_1__MIN","decent-cherry-435 - par_1__MAX","decent-cherry-435 - par_2","decent-cherry-435 - par_2__MIN","decent-cherry-435 - par_2__MAX","decent-cherry-435 - par_3","decent-cherry-435 - par_3__MIN","decent-cherry-435 - par_3__MAX","decent-cherry-435 - par_4","decent-cherry-435 - par_4__MIN","decent-cherry-435 - par_4__MAX","decent-cherry-435 - par_5","decent-cherry-435 - par_5__MIN","decent-cherry-435 - par_5__MAX"
"20","2.5468075275421143","2.5468075275421143","2.5468075275421143","2.781214952468872","2.781214952468872","2.781214952468872","2.8135974407196045","2.8135974407196045","2.8135974407196045","0.4869225323200226","0.4869225323200226","0.4869225323200226","0.25796476006507874","0.25796476006507874","0.25796476006507874","0.8856435418128967","0.8856435418128967","0.8856435418128967"
"21","2.6030445098876953","2.6030445098876953","2.6030445098876953","2.845160961151123","2.845160961151123","2.845160961151123","2.8685450553894043","2.8685450553894043","2.8685450553894043","0.4915703237056732","0.4915703237056732","0.4915703237056732","0.24595898389816284","0.24595898389816284","0.24595898389816284","0.8914821147918701","0.8914821147918701","0.8914821147918701"
"22","2.6520755290985107","2.6520755290985107","2.6520755290985107","2.904825448989868","2.904825448989868","2.904825448989868","2.921140432357788","2.921140432357788","2.921140432357788","0.5002057552337646","0.5002057552337646","0.5002057552337646","0.22926585376262665","0.22926585376262665","0.22926585376262665","0.8856776356697083","0.8856776356697083","0.8856776356697083"
"23","2.695241928100586","2.695241928100586","2.695241928100586","2.960632801055908","2.960632801055908","2.960632801055908","2.9713327884674072","2.9713327884674072","2.9713327884674072","0.5033870935440063","0.5033870935440063","0.5033870935440063","0.21028240025043488","0.21028240025043488","0.21028240025043488","0.8709762096405029","0.8709762096405029","0.8709762096405029"
"24","2.7333438396453857","2.7333438396453857","2.7333438396453857","3.0142321586608887","3.0142321586608887","3.0142321586608887","3.0190298557281494","3.0190298557281494","3.0190298557281494","0.5023084878921509","0.5023084878921509","0.5023084878921509","0.1973600834608078","0.1973600834608078","0.1973600834608078","0.8484789133071899","0.8484789133071899","0.8484789133071899"
"25","2.7689433097839355","2.7689433097839355","2.7689433097839355","3.0689046382904053","3.0689046382904053","3.0689046382904053","3.064544916152954","3.064544916152954","3.064544916152954","0.49684667587280273","0.49684667587280273","0.49684667587280273","0.1911759078502655","0.1911759078502655","0.1911759078502655","0.821211040019989","0.821211040019989","0.821211040019989"
"26","2.7994279861450195","2.7994279861450195","2.7994279861450195","3.123889207839966","3.123889207839966","3.123889207839966","3.108196973800659","3.108196973800659","3.108196973800659","0.4845750331878662","0.4845750331878662","0.4845750331878662","0.1941683143377304","0.1941683143377304","0.1941683143377304","0.7892045974731445","0.7892045974731445","0.7892045974731445"
"27","2.8260815143585205","2.8260815143585205","2.8260815143585205","3.1780505180358887","3.1780505180358887","3.1780505180358887","3.149523973464966","3.149523973464966","3.149523973464966","0.4622844457626343","0.4622844457626343","0.4622844457626343","0.20531916618347168","0.20531916618347168","0.20531916618347168","0.747866690158844","0.747866690158844","0.747866690158844"
"28","2.849529266357422","2.849529266357422","2.849529266357422","3.231208324432373","3.231208324432373","3.231208324432373","3.1886000633239746","3.1886000633239746","3.1886000633239746","0.4317675232887268","0.4317675232887268","0.4317675232887268","0.22317367792129517","0.22317367792129517","0.22317367792129517","0.7017632722854614","0.7017632722854614","0.7017632722854614"
"29","2.870351076126098","2.870351076126098","2.870351076126098","3.2840962409973145","3.2840962409973145","3.2840962409973145","3.225755214691162","3.225755214691162","3.225755214691162","0.3923092484474182","0.3923092484474182","0.3923092484474182","0.24429573118686676","0.24429573118686676","0.24429573118686676","0.6505253314971924","0.6505253314971924","0.6505253314971924"
"30","2.886222124099731","2.886222124099731","2.886222124099731","3.3379557132720947","3.3379557132720947","3.3379557132720947","3.2609663009643555","3.2609663009643555","3.2609663009643555","0.3452174663543701","0.3452174663543701","0.3452174663543701","0.27016812562942505","0.27016812562942505","0.27016812562942505","0.5922839641571045","0.5922839641571045","0.5922839641571045"
"31","2.896449565887451","2.896449565887451","2.896449565887451","3.392003297805786","3.392003297805786","3.392003297805786","3.2949275970458984","3.2949275970458984","3.2949275970458984","0.2896808087825775","0.2896808087825775","0.2896808087825775","0.2964668273925781","0.2964668273925781","0.2964668273925781","0.529244601726532","0.529244601726532","0.529244601726532"
"32","2.901771306991577","2.901771306991577","2.901771306991577","3.446021556854248","3.446021556854248","3.446021556854248","3.327597379684448","3.327597379684448","3.327597379684448","0.22512423992156985","0.22512423992156985","0.22512423992156985","0.3242509067058563","0.3242509067058563","0.3242509067058563","0.4638363718986511","0.4638363718986511","0.4638363718986511"
"33","2.9021785259246826","2.9021785259246826","2.9021785259246826","3.4989795684814453","3.4989795684814453","3.4989795684814453","3.3591532707214355","3.3591532707214355","3.3591532707214355","0.1568613052368164","0.1568613052368164","0.1568613052368164","0.3530050814151764","0.3530050814151764","0.3530050814151764","0.3994962871074677","0.3994962871074677","0.3994962871074677"
"34","2.898170709609986","2.898170709609986","2.898170709609986","3.5496230125427246","3.5496230125427246","3.5496230125427246","3.3898556232452393","3.3898556232452393","3.3898556232452393","0.09051356464624404","0.09051356464624404","0.09051356464624404","0.3780633509159088","0.3780633509159088","0.3780633509159088","0.34638863801956177","0.34638863801956177","0.34638863801956177"
"35","2.889775514602661","2.889775514602661","2.889775514602661","3.5981740951538086","3.5981740951538086","3.5981740951538086","3.4196858406066895","3.4196858406066895","3.4196858406066895","0.02871059253811836","0.02871059253811836","0.02871059253811836","0.3917562663555145","0.3917562663555145","0.3917562663555145","0.3024357557296753","0.3024357557296753","0.3024357557296753"
"36","2.8787267208099365","2.8787267208099365","2.8787267208099365","3.643097400665283","3.643097400665283","3.643097400665283","3.448278427124023","3.448278427124023","3.448278427124023","-0.027777578681707386","-0.027777578681707386","-0.027777578681707386","0.3951529860496521","0.3951529860496521","0.3951529860496521","0.26762181520462036","0.26762181520462036","0.26762181520462036"
"37","2.865143060684204","2.865143060684204","2.865143060684204","3.684213876724243","3.684213876724243","3.684213876724243","3.4757518768310547","3.4757518768310547","3.4757518768310547","-0.0790090411901474","-0.0790090411901474","-0.0790090411901474","0.3891325294971466","0.3891325294971466","0.3891325294971466","0.23957404494285583","0.23957404494285583","0.23957404494285583"
"38","2.850937604904175","2.850937604904175","2.850937604904175","3.7211387157440186","3.7211387157440186","3.7211387157440186","3.502166509628296","3.502166509628296","3.502166509628296","-0.12690630555152893","-0.12690630555152893","-0.12690630555152893","0.37080156803131104","0.37080156803131104","0.37080156803131104","0.21775394678115845","0.21775394678115845","0.21775394678115845"
"39","2.835052728652954","2.835052728652954","2.835052728652954","3.7541327476501465","3.7541327476501465","3.7541327476501465","3.527876138687134","3.527876138687134","3.527876138687134","-0.1727127581834793","-0.1727127581834793","-0.1727127581834793","0.34081313014030457","0.34081313014030457","0.34081313014030457","0.20157262682914737","0.20157262682914737","0.20157262682914737"
"40","2.8169121742248535","2.8169121742248535","2.8169121742248535","3.783695936203003","3.783695936203003","3.783695936203003","3.552744150161743","3.552744150161743","3.552744150161743","-0.21582725644111633","-0.21582725644111633","-0.21582725644111633","0.3025428056716919","0.3025428056716919","0.3025428056716919","0.19028310477733612","0.19028310477733612","0.19028310477733612"
"41","2.7969133853912354","2.7969133853912354","2.7969133853912354","3.8101556301116943","3.8101556301116943","3.8101556301116943","3.5767557621002197","3.5767557621002197","3.5767557621002197","-0.25386834144592285","-0.25386834144592285","-0.25386834144592285","0.2576044797897339","0.2576044797897339","0.2576044797897339","0.18449023365974423","0.18449023365974423","0.18449023365974423"
"42","2.773477077484131","2.773477077484131","2.773477077484131","3.8335041999816895","3.8335041999816895","3.8335041999816895","3.5997846126556396","3.5997846126556396","3.5997846126556396","-0.2781178653240204","-0.2781178653240204","-0.2781178653240204","0.2031251490116119","0.2031251490116119","0.2031251490116119","0.17950236797332764","0.17950236797332764","0.17950236797332764"
"43","2.746213674545288","2.746213674545288","2.746213674545288","3.853534460067749","3.853534460067749","3.853534460067749","3.621633768081665","3.621633768081665","3.621633768081665","-0.29080092906951904","-0.29080092906951904","-0.29080092906951904","0.1462441235780716","0.1462441235780716","0.1462441235780716","0.17559406161308289","0.17559406161308289","0.17559406161308289"
"44","2.7187654972076416","2.7187654972076416","2.7187654972076416","3.870497703552246","3.870497703552246","3.870497703552246","3.642302989959717","3.642302989959717","3.642302989959717","-0.29303327202796936","-0.29303327202796936","-0.29303327202796936","0.0923282727599144","0.0923282727599144","0.0923282727599144","0.17152145504951477","0.17152145504951477","0.17152145504951477"
"45","2.6911802291870117","2.6911802291870117","2.6911802291870117","3.884930372238159","3.884930372238159","3.884930372238159","3.661757230758667","3.661757230758667","3.661757230758667","-0.2812308669090271","-0.2812308669090271","-0.2812308669090271","0.04089328646659851","0.04089328646659851","0.04089328646659851","0.1650776565074921","0.1650776565074921","0.1650776565074921"
"46","2.665104389190674","2.665104389190674","2.665104389190674","3.896064519882202","3.896064519882202","3.896064519882202","3.679929494857788","3.679929494857788","3.679929494857788","-0.25565439462661743","-0.25565439462661743","-0.25565439462661743","-0.00705413892865181","-0.00705413892865181","-0.00705413892865181","0.1531800776720047","0.1531800776720047","0.1531800776720047"
"47","2.6427488327026367","2.6427488327026367","2.6427488327026367","3.9025278091430664","3.9025278091430664","3.9025278091430664","3.696849584579468","3.696849584579468","3.696849584579468","-0.21923357248306272","-0.21923357248306272","-0.21923357248306272","-0.05039456859230995","-0.05039456859230995","-0.05039456859230995","0.13520273566246033","0.13520273566246033","0.13520273566246033"
"48","2.622353792190552","2.622353792190552","2.622353792190552","3.903907060623169","3.903907060623169","3.903907060623169","3.71271300315857","3.71271300315857","3.71271300315857","-0.17969411611557007","-0.17969411611557007","-0.17969411611557007","-0.08789066970348358","-0.08789066970348358","-0.08789066970348358","0.1140618696808815","0.1140618696808815","0.1140618696808815"
"49","2.603630542755127","2.603630542755127","2.603630542755127","3.8997817039489746","3.8997817039489746","3.8997817039489746","3.7277352809906006","3.7277352809906006","3.7277352809906006","-0.1442292183637619","-0.1442292183637619","-0.1442292183637619","-0.11898182332515717","-0.11898182332515717","-0.11898182332515717","0.0940229743719101","0.0940229743719101","0.0940229743719101"
"50","2.5860815048217773","2.5860815048217773","2.5860815048217773","3.891316175460815","3.891316175460815","3.891316175460815","3.7420530319213863","3.7420530319213863","3.7420530319213863","-0.1188102662563324","-0.1188102662563324","-0.1188102662563324","-0.13967730104923248","-0.13967730104923248","-0.13967730104923248","0.07614244520664215","0.07614244520664215","0.07614244520664215"
"51","2.567668199539185","2.567668199539185","2.567668199539185","3.8801310062408447","3.8801310062408447","3.8801310062408447","3.7557003498077393","3.7557003498077393","3.7557003498077393","-0.10163995623588562","-0.10163995623588562","-0.10163995623588562","-0.14688971638679504","-0.14688971638679504","-0.14688971638679504","0.05945972353219986","0.05945972353219986","0.05945972353219986"
"52","2.548062324523926","2.548062324523926","2.548062324523926","3.8663337230682377","3.8663337230682377","3.8663337230682377","3.7685930728912354","3.7685930728912354","3.7685930728912354","-0.09033225476741792","-0.09033225476741792","-0.09033225476741792","-0.13796301186084747","-0.13796301186084747","-0.13796301186084747","0.04292067885398865","0.04292067885398865","0.04292067885398865"
"53","2.526857614517212","2.526857614517212","2.526857614517212","3.850125551223755","3.850125551223755","3.850125551223755","3.780927181243897","3.780927181243897","3.780927181243897","-0.0840413048863411","-0.0840413048863411","-0.0840413048863411","-0.11745759099721909","-0.11745759099721909","-0.11745759099721909","0.02609257400035858","0.02609257400035858","0.02609257400035858"
"54","2.506844282150269","2.506844282150269","2.506844282150269","3.8319709300994873","3.8319709300994873","3.8319709300994873","3.792534828186035","3.792534828186035","3.792534828186035","-0.08157218247652054","-0.08157218247652054","-0.08157218247652054","-0.09381767362356186","-0.09381767362356186","-0.09381767362356186","0.0096014104783535","0.0096014104783535","0.0096014104783535"
"55","2.487870454788208","2.487870454788208","2.487870454788208","3.812087297439575","3.812087297439575","3.812087297439575","3.803367853164673","3.803367853164673","3.803367853164673","-0.08280747383832932","-0.08280747383832932","-0.08280747383832932","-0.06739336997270584","-0.06739336997270584","-0.06739336997270584","-0.005864023230969906","-0.005864023230969906","-0.005864023230969906"
"56","2.4704716205596924","2.4704716205596924","2.4704716205596924","3.7905972003936768","3.7905972003936768","3.7905972003936768","3.8133773803710938","3.8133773803710938","3.8133773803710938","-0.0869477391242981","-0.0869477391242981","-0.0869477391242981","-0.04125185310840607","-0.04125185310840607","-0.04125185310840607","-0.019658485427498817","-0.019658485427498817","-0.019658485427498817"
"57","2.452385425567627","2.452385425567627","2.452385425567627","3.768513202667236","3.768513202667236","3.768513202667236","3.822588205337525","3.822588205337525","3.822588205337525","-0.09265170991420746","-0.09265170991420746","-0.09265170991420746","-0.01818983070552349","-0.01818983070552349","-0.01818983070552349","-0.03129565715789795","-0.03129565715789795","-0.03129565715789795"
"58","2.432903528213501","2.432903528213501","2.432903528213501","3.74509072303772","3.74509072303772","3.74509072303772","3.831099510192871","3.831099510192871","3.831099510192871","-0.09830963611602785","-0.09830963611602785","-0.09830963611602785","0.0017585884779691696","0.0017585884779691696","0.0017585884779691696","-0.040602996945381165","-0.040602996945381165","-0.040602996945381165"
"59","2.4130795001983643","2.4130795001983643","2.4130795001983643","3.71966004371643","3.71966004371643","3.71966004371643","3.8390300273895264","3.8390300273895264","3.8390300273895264","-0.10414020717144012","-0.10414020717144012","-0.10414020717144012","0.020003516227006912","0.020003516227006912","0.020003516227006912","-0.047600895166397095","-0.047600895166397095","-0.047600895166397095"
"60","2.39273738861084","2.39273738861084","2.39273738861084","3.69240665435791","3.69240665435791","3.69240665435791","3.846424102783203","3.846424102783203","3.846424102783203","-0.10624492168426514","-0.10624492168426514","-0.10624492168426514","0.03797842934727669","0.03797842934727669","0.03797842934727669","-0.052154168486595154","-0.052154168486595154","-0.052154168486595154"
"61","2.373446464538574","2.373446464538574","2.373446464538574","3.6626226902008057","3.6626226902008057","3.6626226902008057","3.853328943252563","3.853328943252563","3.853328943252563","-0.10570631176233292","-0.10570631176233292","-0.10570631176233292","0.056973159313201904","0.056973159313201904","0.056973159313201904","-0.054849058389663696","-0.054849058389663696","-0.054849058389663696"
"62","2.355659246444702","2.355659246444702","2.355659246444702","3.631316900253296","3.631316900253296","3.631316900253296","3.8597164154052734","3.8597164154052734","3.8597164154052734","-0.1024852618575096","-0.1024852618575096","-0.1024852618575096","0.07689555734395981","0.07689555734395981","0.07689555734395981","-0.05636362358927727","-0.05636362358927727","-0.05636362358927727"
"63","2.3384993076324463","2.3384993076324463","2.3384993076324463","3.598992347717285","3.598992347717285","3.598992347717285","3.86561918258667","3.86561918258667","3.86561918258667","-0.09613795578479768","-0.09613795578479768","-0.09613795578479768","0.09461956471204758","0.09461956471204758","0.09461956471204758","-0.056540630757808685","-0.056540630757808685","-0.056540630757808685"
"64","2.321333646774292","2.321333646774292","2.321333646774292","3.5650722980499268","3.5650722980499268","3.5650722980499268","3.871158361434937","3.871158361434937","3.871158361434937","-0.0885998010635376","-0.0885998010635376","-0.0885998010635376","0.10634011775255205","0.10634011775255205","0.10634011775255205","-0.05320902541279793","-0.05320902541279793","-0.05320902541279793"
"65","2.304018974304199","2.304018974304199","2.304018974304199","3.5297510623931885","3.5297510623931885","3.5297510623931885","3.876407623291016","3.876407623291016","3.876407623291016","-0.08083748072385788","-0.08083748072385788","-0.08083748072385788","0.1117107942700386","0.1117107942700386","0.1117107942700386","-0.048128385096788406","-0.048128385096788406","-0.048128385096788406"
"66","2.290297508239746","2.290297508239746","2.290297508239746","3.49399733543396","3.49399733543396","3.49399733543396","3.881157398223877","3.881157398223877","3.881157398223877","-0.07307876646518707","-0.07307876646518707","-0.07307876646518707","0.11145323514938354","0.11145323514938354","0.11145323514938354","-0.04099608212709427","-0.04099608212709427","-0.04099608212709427"
"67","2.278634548187256","2.278634548187256","2.278634548187256","3.4585587978363037","3.4585587978363037","3.4585587978363037","3.8854658603668217","3.8854658603668217","3.8854658603668217","-0.06658660620450974","-0.06658660620450974","-0.06658660620450974","0.10904978215694427","0.10904978215694427","0.10904978215694427","-0.03418908268213272","-0.03418908268213272","-0.03418908268213272"
"68","2.2673957347869873","2.2673957347869873","2.2673957347869873","3.4228057861328125","3.4228057861328125","3.4228057861328125","3.889366626739502","3.889366626739502","3.889366626739502","-0.06235726550221443","-0.06235726550221443","-0.06235726550221443","0.10442101955413818","0.10442101955413818","0.10442101955413818","-0.028071105480194092","-0.028071105480194092","-0.028071105480194092"
"69","2.257279396057129","2.257279396057129","2.257279396057129","3.3869638442993164","3.3869638442993164","3.3869638442993164","3.892754554748535","3.892754554748535","3.892754554748535","-0.059721238911151886","-0.059721238911151886","-0.059721238911151886","0.09821680188179016","0.09821680188179016","0.09821680188179016","-0.022483326494693756","-0.022483326494693756","-0.022483326494693756"
"70","2.247093677520752","2.247093677520752","2.247093677520752","3.352503776550293","3.352503776550293","3.352503776550293","3.89559555053711","3.89559555053711","3.89559555053711","-0.05623283237218857","-0.05623283237218857","-0.05623283237218857","0.09139177948236464","0.09139177948236464","0.09139177948236464","-0.017373543232679367","-0.017373543232679367","-0.017373543232679367"
"71","2.2381014823913574","2.2381014823913574","2.2381014823913574","3.3184640407562256","3.3184640407562256","3.3184640407562256","3.89803409576416","3.89803409576416","3.89803409576416","-0.05120056867599487","-0.05120056867599487","-0.05120056867599487","0.08398870378732681","0.08398870378732681","0.08398870378732681","-0.012727489694952965","-0.012727489694952965","-0.012727489694952965"
"72","2.229614496231079","2.229614496231079","2.229614496231079","3.2846813201904297","3.2846813201904297","3.2846813201904297","3.900078058242798","3.900078058242798","3.900078058242798","-0.046446628868579865","-0.046446628868579865","-0.046446628868579865","0.07624313235282898","0.07624313235282898","0.07624313235282898","-0.008131841197609901","-0.008131841197609901","-0.008131841197609901"
"73","2.222123384475708","2.222123384475708","2.222123384475708","3.2507588863372803","3.2507588863372803","3.2507588863372803","3.90165638923645","3.90165638923645","3.90165638923645","-0.04070322960615158","-0.04070322960615158","-0.04070322960615158","0.06900180131196976","0.06900180131196976","0.06900180131196976","-0.0035675843246281147","-0.0035675843246281147","-0.0035675843246281147"
"74","2.2163350582122803","2.2163350582122803","2.2163350582122803","3.215665340423584","3.215665340423584","3.215665340423584","3.9028480052948","3.9028480052948","3.9028480052948","-0.035071827471256256","-0.035071827471256256","-0.035071827471256256","0.06273758411407471","0.06273758411407471","0.06273758411407471","0.0008723847568035126","0.0008723847568035126","0.0008723847568035126"
"75","2.2121832370758057","2.2121832370758057","2.2121832370758057","3.180203437805176","3.180203437805176","3.180203437805176","3.903595209121704","3.903595209121704","3.903595209121704","-0.030311638489365578","-0.030311638489365578","-0.030311638489365578","0.05881674960255623","0.05881674960255623","0.05881674960255623","0.004844387993216515","0.004844387993216515","0.004844387993216515"
"76","2.208378314971924","2.208378314971924","2.208378314971924","3.1457839012145996","3.1457839012145996","3.1457839012145996","3.903883695602417","3.903883695602417","3.903883695602417","-0.02775513380765915","-0.02775513380765915","-0.02775513380765915","0.05736798793077469","0.05736798793077469","0.05736798793077469","0.00826515443623066","0.00826515443623066","0.00826515443623066"
"77","2.2032101154327393","2.2032101154327393","2.2032101154327393","3.114004373550415","3.114004373550415","3.114004373550415","3.903752565383911","3.903752565383911","3.903752565383911","-0.02700931392610073","-0.02700931392610073","-0.02700931392610073","0.057956527918577194","0.057956527918577194","0.057956527918577194","0.011056310497224333","0.011056310497224333","0.011056310497224333"
"78","2.1983227729797363","2.1983227729797363","2.1983227729797363","3.0844709873199463","3.0844709873199463","3.0844709873199463","3.9032602310180664","3.9032602310180664","3.9032602310180664","-0.026942333206534386","-0.026942333206534386","-0.026942333206534386","0.06019335985183716","0.06019335985183716","0.06019335985183716","0.013212798163294792","0.013212798163294792","0.013212798163294792"
"79","2.1944174766540527","2.1944174766540527","2.1944174766540527","3.056892156600952","3.056892156600952","3.056892156600952","3.902337312698364","3.902337312698364","3.902337312698364","-0.02694126032292843","-0.02694126032292843","-0.02694126032292843","0.06572727859020233","0.06572727859020233","0.06572727859020233","0.014927542768418787","0.014927542768418787","0.014927542768418787"
"80","2.1898512840270996","2.1898512840270996","2.1898512840270996","3.0303943157196045","3.0303943157196045","3.0303943157196045","3.901106595993042","3.901106595993042","3.901106595993042","-0.02680877037346363","-0.02680877037346363","-0.02680877037346363","0.07316536456346512","0.07316536456346512","0.07316536456346512","0.016439229249954224","0.016439229249954224","0.016439229249954224"
