"Step","decent-cherry-435 - par_0","decent-cherry-435 - par_0__MIN","decent-cherry-435 - par_0__MAX","decent-cherry-435 - par_1","decent-cherry-435 - par_1__MIN","decent-cherry-435 - par_1__MAX","decent-cherry-435 - par_2","decent-cherry-435 - par_2__MIN","decent-cherry-435 - par_2__MAX","decent-cherry-435 - par_3","decent-cherry-435 - par_3__MIN","decent-cherry-435 - par_3__MAX","decent-cherry-435 - par_4","decent-cherry-435 - par_4__MIN","decent-cherry-435 - par_4__MAX","decent-cherry-435 - par_5","decent-cherry-435 - par_5__MIN","decent-cherry-435 - par_5__MAX"
"468","1.496798753738403","1.496798753738403","1.496798753738403","1.6574910879135132","1.6574910879135132","1.6574910879135132","2.2874414920806885","2.2874414920806885","2.2874414920806885","-0.04294327273964882","-0.04294327273964882","-0.04294327273964882","-0.017481600865721703","-0.017481600865721703","-0.017481600865721703","-4.869024974873959e-11","-4.869024974873959e-11","-4.869024974873959e-11"
"469","1.5024694204330444","1.5024694204330444","1.5024694204330444","1.6559312343597412","1.6559312343597412","1.6559312343597412","2.285698175430298","2.285698175430298","2.285698175430298","-0.042862094938755035","-0.042862094938755035","-0.042862094938755035","-0.022241953760385513","-0.022241953760385513","-0.022241953760385513","-3.8588653106241815e-11","-3.8588653106241815e-11","-3.8588653106241815e-11"
"470","1.5092984437942505","1.5092984437942505","1.5092984437942505","1.6537023782730105","1.6537023782730105","1.6537023782730105","2.2838618755340576","2.2838618755340576","2.2838618755340576","-0.03889715299010277","-0.03889715299010277","-0.03889715299010277","-0.02533773146569729","-0.02533773146569729","-0.02533773146569729","-1.8408061533414788e-11","-1.8408061533414788e-11","-1.8408061533414788e-11"
"471","1.5088765621185305","1.5088765621185305","1.5088765621185305","1.6581590175628662","1.6581590175628662","1.6581590175628662","2.2819840908050537","2.2819840908050537","2.2819840908050537","-0.03625470772385597","-0.03625470772385597","-0.03625470772385597","-0.028888804838061333","-0.028888804838061333","-0.028888804838061333","7.947548869013943e-13","7.947548869013943e-13","7.947548869013943e-13"
"472","1.5125296115875244","1.5125296115875244","1.5125296115875244","1.6612495183944702","1.6612495183944702","1.6612495183944702","2.280189037322998","2.280189037322998","2.280189037322998","-0.03046051412820816","-0.03046051412820816","-0.03046051412820816","-0.028072943910956383","-0.028072943910956383","-0.028072943910956383","1.7892751516535018e-11","1.7892751516535018e-11","1.7892751516535018e-11"
"473","1.5176794528961182","1.5176794528961182","1.5176794528961182","1.6619830131530762","1.6619830131530762","1.6619830131530762","2.2786216735839844","2.2786216735839844","2.2786216735839844","-0.026011981070041656","-0.026011981070041656","-0.026011981070041656","-0.02704782970249653","-0.02704782970249653","-0.02704782970249653","2.7926319243198883e-11","2.7926319243198883e-11","2.7926319243198883e-11"
"474","1.5150924921035769","1.5150924921035769","1.5150924921035769","1.6680046319961548","1.6680046319961548","1.6680046319961548","2.2772462368011475","2.2772462368011475","2.2772462368011475","-0.021591082215309143","-0.021591082215309143","-0.021591082215309143","-0.02430761605501175","-0.02430761605501175","-0.02430761605501175","3.4122062814168075e-11","3.4122062814168075e-11","3.4122062814168075e-11"
"475","1.505543828010559","1.505543828010559","1.505543828010559","1.6789613962173462","1.6789613962173462","1.6789613962173462","2.2760860919952393","2.2760860919952393","2.2760860919952393","-0.018921885639429092","-0.018921885639429092","-0.018921885639429092","-0.021985625848174095","-0.021985625848174095","-0.021985625848174095","3.4633240719728065e-11","3.4633240719728065e-11","3.4633240719728065e-11"
"476","1.497542142868042","1.497542142868042","1.497542142868042","1.685335636138916","1.685335636138916","1.685335636138916","2.2751195430755615","2.2751195430755615","2.2751195430755615","-0.01809877902269363","-0.01809877902269363","-0.01809877902269363","-0.021690882742404934","-0.021690882742404934","-0.021690882742404934","2.4100364065526847e-11","2.4100364065526847e-11","2.4100364065526847e-11"
"477","1.4907333850860596","1.4907333850860596","1.4907333850860596","1.6877899169921875","1.6877899169921875","1.6877899169921875","2.27441930770874","2.27441930770874","2.27441930770874","-0.017631182447075844","-0.017631182447075844","-0.017631182447075844","-0.02174604870378971","-0.02174604870378971","-0.02174604870378971","5.597050600769649e-12","5.597050600769649e-12","5.597050600769649e-12"
"478","1.487600564956665","1.487600564956665","1.487600564956665","1.687543272972107","1.687543272972107","1.687543272972107","2.273693561553955","2.273693561553955","2.273693561553955","-0.016408678144216537","-0.016408678144216537","-0.016408678144216537","-0.02503812126815319","-0.02503812126815319","-0.02503812126815319","-1.317904986530838e-11","-1.317904986530838e-11","-1.317904986530838e-11"
"479","1.4893202781677246","1.4893202781677246","1.4893202781677246","1.6834779977798462","1.6834779977798462","1.6834779977798462","2.273038864135742","2.273038864135742","2.273038864135742","-0.016416465863585472","-0.016416465863585472","-0.016416465863585472","-0.03112839348614216","-0.03112839348614216","-0.03112839348614216","-2.5527500252531254e-11","-2.5527500252531254e-11","-2.5527500252531254e-11"
"480","1.4876729249954224","1.4876729249954224","1.4876729249954224","1.6829620599746704","1.6829620599746704","1.6829620599746704","2.2724239826202393","2.2724239826202393","2.2724239826202393","-0.01784726046025753","-0.01784726046025753","-0.01784726046025753","-0.03513791784644127","-0.03513791784644127","-0.03513791784644127","-3.0805937661915195e-11","-3.0805937661915195e-11","-3.0805937661915195e-11"
"481","1.4898386001586914","1.4898386001586914","1.4898386001586914","1.680331468582153","1.680331468582153","1.680331468582153","2.271638870239258","2.271638870239258","2.271638870239258","-0.018152819946408272","-0.018152819946408272","-0.018152819946408272","-0.03588991239666939","-0.03588991239666939","-0.03588991239666939","-2.9391225564445727e-11","-2.9391225564445727e-11","-2.9391225564445727e-11"
"482","1.4972217082977295","1.4972217082977295","1.4972217082977295","1.6753767728805542","1.6753767728805542","1.6753767728805542","2.27075457572937","2.27075457572937","2.27075457572937","-0.02007277123630047","-0.02007277123630047","-0.02007277123630047","-0.02981753833591938","-0.02981753833591938","-0.02981753833591938","-1.6852024983804448e-11","-1.6852024983804448e-11","-1.6852024983804448e-11"
"483","1.4962533712387085","1.4962533712387085","1.4962533712387085","1.673845648765564","1.673845648765564","1.673845648765564","2.2700860500335693","2.2700860500335693","2.2700860500335693","-0.025755224749445915","-0.025755224749445915","-0.025755224749445915","-0.023714710026979446","-0.023714710026979446","-0.023714710026979446","-1.3415622779344716e-12","-1.3415622779344716e-12","-1.3415622779344716e-12"
"484","1.4855246543884275","1.4855246543884275","1.4855246543884275","1.677269458770752","1.677269458770752","1.677269458770752","2.2696757316589355","2.2696757316589355","2.2696757316589355","-0.03358731046319008","-0.03358731046319008","-0.03358731046319008","-0.018936682492494583","-0.018936682492494583","-0.018936682492494583","1.2917613159690866e-11","1.2917613159690866e-11","1.2917613159690866e-11"
"485","1.4792540073394775","1.4792540073394775","1.4792540073394775","1.677337408065796","1.677337408065796","1.677337408065796","2.269321918487549","2.269321918487549","2.269321918487549","-0.04036125913262367","-0.04036125913262367","-0.04036125913262367","-0.015209021046757698","-0.015209021046757698","-0.015209021046757698","2.0358133581699356e-11","2.0358133581699356e-11","2.0358133581699356e-11"
"486","1.477221965789795","1.477221965789795","1.477221965789795","1.6746625900268557","1.6746625900268557","1.6746625900268557","2.2688519954681396","2.2688519954681396","2.2688519954681396","-0.043065886944532394","-0.043065886944532394","-0.043065886944532394","-0.012434571981430054","-0.012434571981430054","-0.012434571981430054","2.0434206410291367e-11","2.0434206410291367e-11","2.0434206410291367e-11"
"487","1.4787646532058716","1.4787646532058716","1.4787646532058716","1.6703667640686035","1.6703667640686035","1.6703667640686035","2.2683794498443604","2.2683794498443604","2.2683794498443604","-0.045618996024131775","-0.045618996024131775","-0.045618996024131775","-0.011022139340639114","-0.011022139340639114","-0.011022139340639114","1.6038240180371588e-11","1.6038240180371588e-11","1.6038240180371588e-11"
"488","1.4834363460540771","1.4834363460540771","1.4834363460540771","1.663527011871338","1.663527011871338","1.663527011871338","2.268115282058716","2.268115282058716","2.268115282058716","-0.043578408658504486","-0.043578408658504486","-0.043578408658504486","-0.010628105141222475","-0.010628105141222475","-0.010628105141222475","8.033507886695546e-12","8.033507886695546e-12","8.033507886695546e-12"
"489","1.4937478303909302","1.4937478303909302","1.4937478303909302","1.656438946723938","1.656438946723938","1.656438946723938","2.267571449279785","2.267571449279785","2.267571449279785","-0.035304367542266846","-0.035304367542266846","-0.035304367542266846","-0.010605710558593271","-0.010605710558593271","-0.010605710558593271","-1.8565383605451125e-12","-1.8565383605451125e-12","-1.8565383605451125e-12"
"490","1.493807077407837","1.493807077407837","1.493807077407837","1.6579852104187012","1.6579852104187012","1.6579852104187012","2.2671926021575928","2.2671926021575928","2.2671926021575928","-0.025524985045194622","-0.025524985045194622","-0.025524985045194622","-0.010228627361357212","-0.010228627361357212","-0.010228627361357212","-1.0514150314278048e-11","-1.0514150314278048e-11","-1.0514150314278048e-11"
"491","1.4945005178451538","1.4945005178451538","1.4945005178451538","1.6561875343322754","1.6561875343322754","1.6561875343322754","2.2664408683776855","2.2664408683776855","2.2664408683776855","-0.019109301269054413","-0.019109301269054413","-0.019109301269054413","-0.010317710228264332","-0.010317710228264332","-0.010317710228264332","-1.4755297678137325e-11","-1.4755297678137325e-11","-1.4755297678137325e-11"
"492","1.494499921798706","1.494499921798706","1.494499921798706","1.651296854019165","1.651296854019165","1.651296854019165","2.2659592628479004","2.2659592628479004","2.2659592628479004","-0.01561840157955885","-0.01561840157955885","-0.01561840157955885","-0.010540254414081572","-0.010540254414081572","-0.010540254414081572","-1.3970407296282072e-11","-1.3970407296282072e-11","-1.3970407296282072e-11"
"493","1.4893712997436523","1.4893712997436523","1.4893712997436523","1.6509090662002563","1.6509090662002563","1.6509090662002563","2.2658705711364746","2.2658705711364746","2.2658705711364746","-0.012911612167954443","-0.012911612167954443","-0.012911612167954443","-0.009669135324656963","-0.009669135324656963","-0.009669135324656963","-1.0985775657224028e-11","-1.0985775657224028e-11","-1.0985775657224028e-11"
"494","1.4780908823013306","1.4780908823013306","1.4780908823013306","1.654657244682312","1.654657244682312","1.654657244682312","2.2661166191101074","2.2661166191101074","2.2661166191101074","-0.011553610675036907","-0.011553610675036907","-0.011553610675036907","-0.00955941528081894","-0.00955941528081894","-0.00955941528081894","-6.550010100275783e-12","-6.550010100275783e-12","-6.550010100275783e-12"
"495","1.472307801246643","1.472307801246643","1.472307801246643","1.6567368507385254","1.6567368507385254","1.6567368507385254","2.266040802001953","2.266040802001953","2.266040802001953","-0.01091417670249939","-0.01091417670249939","-0.01091417670249939","-0.01127451378852129","-0.01127451378852129","-0.01127451378852129","-1.5177186764303574e-12","-1.5177186764303574e-12","-1.5177186764303574e-12"
"496","1.471797227859497","1.471797227859497","1.471797227859497","1.6572574377059937","1.6572574377059937","1.6572574377059937","2.2658088207244873","2.2658088207244873","2.2658088207244873","-0.011886672116816044","-0.011886672116816044","-0.011886672116816044","-0.014017155393958092","-0.014017155393958092","-0.014017155393958092","3.401706867578458e-12","3.401706867578458e-12","3.401706867578458e-12"
"497","1.4759021997451782","1.4759021997451782","1.4759021997451782","1.6557681560516355","1.6557681560516355","1.6557681560516355","2.2655370235443115","2.2655370235443115","2.2655370235443115","-0.012768900953233242","-0.012768900953233242","-0.012768900953233242","-0.017559748142957687","-0.017559748142957687","-0.017559748142957687","6.758322200484113e-12","6.758322200484113e-12","6.758322200484113e-12"
"498","1.4824875593185425","1.4824875593185425","1.4824875593185425","1.652923583984375","1.652923583984375","1.652923583984375","2.264735460281372","2.264735460281372","2.264735460281372","-0.01503047626465559","-0.01503047626465559","-0.01503047626465559","-0.02200947515666485","-0.02200947515666485","-0.02200947515666485","7.678918265141554e-12","7.678918265141554e-12","7.678918265141554e-12"
"499","1.4803708791732788","1.4803708791732788","1.4803708791732788","1.6579158306121826","1.6579158306121826","1.6579158306121826","2.2638866901397705","2.2638866901397705","2.2638866901397705","-0.018747294321656227","-0.018747294321656227","-0.018747294321656227","-0.023853611201047897","-0.023853611201047897","-0.023853611201047897","7.031299154025561e-12","7.031299154025561e-12","7.031299154025561e-12"
"500","1.48297917842865","1.48297917842865","1.48297917842865","1.660081386566162","1.660081386566162","1.660081386566162","2.2630226612091064","2.2630226612091064","2.2630226612091064","-0.024251095950603485","-0.024251095950603485","-0.024251095950603485","-0.02424701489508152","-0.02424701489508152","-0.02424701489508152","4.371478005971152e-12","4.371478005971152e-12","4.371478005971152e-12"
"501","1.4891473054885864","1.4891473054885864","1.4891473054885864","1.6581588983535769","1.6581588983535769","1.6581588983535769","2.2623708248138428","2.2623708248138428","2.2623708248138428","-0.03031984344124794","-0.03031984344124794","-0.03031984344124794","-0.025489259511232376","-0.025489259511232376","-0.025489259511232376","4.389557294037783e-13","4.389557294037783e-13","4.389557294037783e-13"
"502","1.4892255067825315","1.4892255067825315","1.4892255067825315","1.6599342823028564","1.6599342823028564","1.6599342823028564","2.2623534202575684","2.2623534202575684","2.2623534202575684","-0.035719871520996094","-0.035719871520996094","-0.035719871520996094","-0.026871031150221825","-0.026871031150221825","-0.026871031150221825","-3.1873421003220104e-12","-3.1873421003220104e-12","-3.1873421003220104e-12"
"503","1.4920189380645752","1.4920189380645752","1.4920189380645752","1.6592483520507812","1.6592483520507812","1.6592483520507812","2.262413740158081","2.262413740158081","2.262413740158081","-0.040839288383722305","-0.040839288383722305","-0.040839288383722305","-0.03115764632821083","-0.03115764632821083","-0.03115764632821083","-5.525831528463421e-12","-5.525831528463421e-12","-5.525831528463421e-12"
"504","1.49880051612854","1.49880051612854","1.49880051612854","1.6565632820129397","1.6565632820129397","1.6565632820129397","2.262349843978882","2.262349843978882","2.262349843978882","-0.042110659182071686","-0.042110659182071686","-0.042110659182071686","-0.033310435712337494","-0.033310435712337494","-0.033310435712337494","-5.601271182986699e-12","-5.601271182986699e-12","-5.601271182986699e-12"
"505","1.495919942855835","1.495919942855835","1.495919942855835","1.6593778133392334","1.6593778133392334","1.6593778133392334","2.262403726577759","2.262403726577759","2.262403726577759","-0.04254692792892456","-0.04254692792892456","-0.04254692792892456","-0.034972187131643295","-0.034972187131643295","-0.034972187131643295","-4.38890720641516e-12","-4.38890720641516e-12","-4.38890720641516e-12"
"506","1.49604594707489","1.49604594707489","1.49604594707489","1.6572635173797607","1.6572635173797607","1.6572635173797607","2.2625200748443604","2.2625200748443604","2.2625200748443604","-0.03887205570936203","-0.03887205570936203","-0.03887205570936203","-0.030579136684536937","-0.030579136684536937","-0.030579136684536937","-1.7747387760780329e-12","-1.7747387760780329e-12","-1.7747387760780329e-12"
"507","1.4883021116256714","1.4883021116256714","1.4883021116256714","1.6588099002838137","1.6588099002838137","1.6588099002838137","2.2630112171173096","2.2630112171173096","2.2630112171173096","-0.03404156118631363","-0.03404156118631363","-0.03404156118631363","-0.023851368576288223","-0.023851368576288223","-0.023851368576288223","9.549513957374245e-13","9.549513957374245e-13","9.549513957374245e-13"
"508","1.485945224761963","1.485945224761963","1.485945224761963","1.6588634252548218","1.6588634252548218","1.6588634252548218","2.2629454135894775","2.2629454135894775","2.2629454135894775","-0.0269397497177124","-0.0269397497177124","-0.0269397497177124","-0.016666702926158905","-0.016666702926158905","-0.016666702926158905","3.054568317034656e-12","3.054568317034656e-12","3.054568317034656e-12"
"509","1.4889813661575315","1.4889813661575315","1.4889813661575315","1.657584547996521","1.657584547996521","1.657584547996521","2.2626450061798096","2.2626450061798096","2.2626450061798096","-0.020926296710968018","-0.020926296710968018","-0.020926296710968018","-0.013165103271603584","-0.013165103271603584","-0.013165103271603584","3.9445937835558276e-12","3.9445937835558276e-12","3.9445937835558276e-12"
"510","1.485780954360962","1.485780954360962","1.485780954360962","1.6625585556030271","1.6625585556030271","1.6625585556030271","2.262673854827881","2.262673854827881","2.262673854827881","-0.018527548760175705","-0.018527548760175705","-0.018527548760175705","-0.011099630035459995","-0.011099630035459995","-0.011099630035459995","3.929207220004782e-12","3.929207220004782e-12","3.929207220004782e-12"
"511","1.48558509349823","1.48558509349823","1.48558509349823","1.666171669960022","1.666171669960022","1.666171669960022","2.262531042098999","2.262531042098999","2.262531042098999","-0.016268238425254822","-0.016268238425254822","-0.016268238425254822","-0.009820681065320969","-0.009820681065320969","-0.009820681065320969","2.7304291640162237e-12","2.7304291640162237e-12","2.7304291640162237e-12"
"512","1.4867373704910278","1.4867373704910278","1.4867373704910278","1.6670246124267578","1.6670246124267578","1.6670246124267578","2.262319803237915","2.262319803237915","2.262319803237915","-0.015160920098423958","-0.015160920098423958","-0.015160920098423958","-0.009411024861037731","-0.009411024861037731","-0.009411024861037731","6.90858177956888e-13","6.90858177956888e-13","6.90858177956888e-13"
"513","1.489140272140503","1.489140272140503","1.489140272140503","1.6659964323043823","1.6659964323043823","1.6659964323043823","2.261960744857788","2.261960744857788","2.261960744857788","-0.014797786250710487","-0.014797786250710487","-0.014797786250710487","-0.010418486781418324","-0.010418486781418324","-0.010418486781418324","-1.3677897790081994e-12","-1.3677897790081994e-12","-1.3677897790081994e-12"
"514","1.4852060079574585","1.4852060079574585","1.4852060079574585","1.6700373888015747","1.6700373888015747","1.6700373888015747","2.261793375015259","2.261793375015259","2.261793375015259","-0.014874194748699663","-0.014874194748699663","-0.014874194748699663","-0.011451122350990772","-0.011451122350990772","-0.011451122350990772","-2.927412652564687e-12","-2.927412652564687e-12","-2.927412652564687e-12"
"515","1.4865518808364868","1.4865518808364868","1.4865518808364868","1.6708160638809204","1.6708160638809204","1.6708160638809204","2.261554002761841","2.261554002761841","2.261554002761841","-0.014941247180104256","-0.014941247180104256","-0.014941247180104256","-0.01201973669230938","-0.01201973669230938","-0.01201973669230938","-3.178437547879387e-12","-3.178437547879387e-12","-3.178437547879387e-12"
"516","1.4909971952438354","1.4909971952438354","1.4909971952438354","1.6680796146392822","1.6680796146392822","1.6680796146392822","2.2612857818603516","2.2612857818603516","2.2612857818603516","-0.016314562410116196","-0.016314562410116196","-0.016314562410116196","-0.014123201370239258","-0.014123201370239258","-0.014123201370239258","-2.193889601237453e-12","-2.193889601237453e-12","-2.193889601237453e-12"
"517","1.486703395843506","1.486703395843506","1.486703395843506","1.6713162660598757","1.6713162660598757","1.6713162660598757","2.261350393295288","2.261350393295288","2.261350393295288","-0.01969165913760662","-0.01969165913760662","-0.01969165913760662","-0.015964338555932045","-0.015964338555932045","-0.015964338555932045","-7.22056854411679e-13","-7.22056854411679e-13","-7.22056854411679e-13"
"518","1.4866600036621094","1.4866600036621094","1.4866600036621094","1.6718523502349854","1.6718523502349854","1.6718523502349854","2.261140823364258","2.261140823364258","2.261140823364258","-0.02327311784029007","-0.02327311784029007","-0.02327311784029007","-0.018659673631191257","-0.018659673631191257","-0.018659673631191257","8.419956355407154e-13","8.419956355407154e-13","8.419956355407154e-13"
"519","1.4919899702072144","1.4919899702072144","1.4919899702072144","1.6705516576766968","1.6705516576766968","1.6705516576766968","2.260789632797241","2.260789632797241","2.260789632797241","-0.026918072253465652","-0.026918072253465652","-0.026918072253465652","-0.022663969546556473","-0.022663969546556473","-0.022663969546556473","2.0406137717088324e-12","2.0406137717088324e-12","2.0406137717088324e-12"
"520","1.5015565156936646","1.5015565156936646","1.5015565156936646","1.6674216985702517","1.6674216985702517","1.6674216985702517","2.2603073120117188","2.2603073120117188","2.2603073120117188","-0.03238769620656967","-0.03238769620656967","-0.03238769620656967","-0.029149316251277924","-0.029149316251277924","-0.029149316251277924","2.4486844843463196e-12","2.4486844843463196e-12","2.4486844843463196e-12"
"521","1.5034044981002808","1.5034044981002808","1.5034044981002808","1.6684517860412598","1.6684517860412598","1.6684517860412598","2.2601120471954346","2.2601120471954346","2.2601120471954346","-0.035535868257284164","-0.035535868257284164","-0.035535868257284164","-0.03485911712050438","-0.03485911712050438","-0.03485911712050438","2.2496403611488307e-12","2.2496403611488307e-12","2.2496403611488307e-12"
"522","1.4966641664505005","1.4966641664505005","1.4966641664505005","1.6753935813903809","1.6753935813903809","1.6753935813903809","2.2600247859954834","2.2600247859954834","2.2600247859954834","-0.03624999523162842","-0.03624999523162842","-0.03624999523162842","-0.035156458616256714","-0.035156458616256714","-0.035156458616256714","1.603952430942468e-12","1.603952430942468e-12","1.603952430942468e-12"
"523","1.4920843839645386","1.4920843839645386","1.4920843839645386","1.6785882711410522","1.6785882711410522","1.6785882711410522","2.2600600719451904","2.2600600719451904","2.2600600719451904","-0.03242812678217888","-0.03242812678217888","-0.03242812678217888","-0.030820149928331375","-0.030820149928331375","-0.030820149928331375","3.517809958261675e-13","3.517809958261675e-13","3.517809958261675e-13"
"524","1.4900866746902466","1.4900866746902466","1.4900866746902466","1.6772196292877195","1.6772196292877195","1.6772196292877195","2.260016918182373","2.260016918182373","2.260016918182373","-0.033283721655607224","-0.033283721655607224","-0.033283721655607224","-0.028924336656928062","-0.028924336656928062","-0.028924336656928062","-9.067350819833009e-13","-9.067350819833009e-13","-9.067350819833009e-13"
"525","1.491333246231079","1.491333246231079","1.491333246231079","1.672940969467163","1.672940969467163","1.672940969467163","2.2597780227661133","2.2597780227661133","2.2597780227661133","-0.036385007202625275","-0.036385007202625275","-0.036385007202625275","-0.03277912735939026","-0.03277912735939026","-0.03277912735939026","-1.826966095769267e-12","-1.826966095769267e-12","-1.826966095769267e-12"
"526","1.4862207174301147","1.4862207174301147","1.4862207174301147","1.6754087209701538","1.6754087209701538","1.6754087209701538","2.2598299980163574","2.2598299980163574","2.2598299980163574","-0.040951646864414215","-0.040951646864414215","-0.040951646864414215","-0.03432649374008179","-0.03432649374008179","-0.03432649374008179","-2.405392508439408e-12","-2.405392508439408e-12","-2.405392508439408e-12"
"527","1.48462975025177","1.48462975025177","1.48462975025177","1.6751333475112915","1.6751333475112915","1.6751333475112915","2.260246992111206","2.260246992111206","2.260246992111206","-0.046809639781713486","-0.046809639781713486","-0.046809639781713486","-0.0314486101269722","-0.0314486101269722","-0.0314486101269722","-2.1748807182281338e-12","-2.1748807182281338e-12","-2.1748807182281338e-12"
"528","1.488044023513794","1.488044023513794","1.488044023513794","1.670701026916504","1.670701026916504","1.670701026916504","2.2608399391174316","2.2608399391174316","2.2608399391174316","-0.051224034279584885","-0.051224034279584885","-0.051224034279584885","-0.030301934108138084","-0.030301934108138084","-0.030301934108138084","-1.1472799706785386e-12","-1.1472799706785386e-12","-1.1472799706785386e-12"
"529","1.4846904277801514","1.4846904277801514","1.4846904277801514","1.6722460985183716","1.6722460985183716","1.6722460985183716","2.261636018753052","2.261636018753052","2.261636018753052","-0.05227457359433174","-0.05227457359433174","-0.05227457359433174","-0.026089541614055634","-0.026089541614055634","-0.026089541614055634","-3.38372992819691e-14","-3.38372992819691e-14","-3.38372992819691e-14"
"530","1.4839388132095337","1.4839388132095337","1.4839388132095337","1.6701990365982056","1.6701990365982056","1.6701990365982056","2.2624049186706543","2.2624049186706543","2.2624049186706543","-0.04509388655424118","-0.04509388655424118","-0.04509388655424118","-0.0224884282797575","-0.0224884282797575","-0.0224884282797575","9.792002278463665e-13","9.792002278463665e-13","9.792002278463665e-13"
"531","1.4843968152999878","1.4843968152999878","1.4843968152999878","1.665871262550354","1.665871262550354","1.665871262550354","2.262887954711914","2.262887954711914","2.262887954711914","-0.03338850662112236","-0.03338850662112236","-0.03338850662112236","-0.017484184354543686","-0.017484184354543686","-0.017484184354543686","1.6861464481598978e-12","1.6861464481598978e-12","1.6861464481598978e-12"
"532","1.487776517868042","1.487776517868042","1.487776517868042","1.660409450531006","1.660409450531006","1.660409450531006","2.263216733932495","2.263216733932495","2.263216733932495","-0.02624787762761116","-0.02624787762761116","-0.02624787762761116","-0.01424222346395254","-0.01424222346395254","-0.01424222346395254","1.832179590335881e-12","1.832179590335881e-12","1.832179590335881e-12"
"533","1.4843592643737793","1.4843592643737793","1.4843592643737793","1.6613940000534058","1.6613940000534058","1.6613940000534058","2.263747215270996","2.263747215270996","2.263747215270996","-0.02377780899405479","-0.02377780899405479","-0.02377780899405479","-0.010734342969954014","-0.010734342969954014","-0.010734342969954014","1.430226922137512e-12","1.430226922137512e-12","1.430226922137512e-12"
"534","1.4759807586669922","1.4759807586669922","1.4759807586669922","1.6678982973098757","1.6678982973098757","1.6678982973098757","2.264474391937256","2.264474391937256","2.264474391937256","-0.024982105940580368","-0.024982105940580368","-0.024982105940580368","-0.006911276839673519","-0.006911276839673519","-0.006911276839673519","7.78873005587849e-13","7.78873005587849e-13","7.78873005587849e-13"
"535","1.473768949508667","1.473768949508667","1.473768949508667","1.6704950332641602","1.6704950332641602","1.6704950332641602","2.264967441558838","2.264967441558838","2.264967441558838","-0.02597624622285366","-0.02597624622285366","-0.02597624622285366","-0.003090456360951066","-0.003090456360951066","-0.003090456360951066","-1.1474745849684997e-13","-1.1474745849684997e-13","-1.1474745849684997e-13"
"536","1.4762741327285769","1.4762741327285769","1.4762741327285769","1.6715627908706665","1.6715627908706665","1.6715627908706665","2.2646734714508057","2.2646734714508057","2.2646734714508057","-0.025918152183294296","-0.025918152183294296","-0.025918152183294296","0.0003130382392555475","0.0003130382392555475","0.0003130382392555475","-8.818673872743045e-13","-8.818673872743045e-13","-8.818673872743045e-13"
"537","1.4824352264404297","1.4824352264404297","1.4824352264404297","1.6700937747955322","1.6700937747955322","1.6700937747955322","2.264169454574585","2.264169454574585","2.264169454574585","-0.024371661245822903","-0.024371661245822903","-0.024371661245822903","0.003437510458752513","0.003437510458752513","0.003437510458752513","-1.2807533896277978e-12","-1.2807533896277978e-12","-1.2807533896277978e-12"
"538","1.4937968254089355","1.4937968254089355","1.4937968254089355","1.6661370992660522","1.6661370992660522","1.6661370992660522","2.2634456157684326","2.2634456157684326","2.2634456157684326","-0.02354641817510128","-0.02354641817510128","-0.02354641817510128","0.006799010559916496","0.006799010559916496","0.006799010559916496","-1.2221164835332645e-12","-1.2221164835332645e-12","-1.2221164835332645e-12"
"539","1.4978798627853394","1.4978798627853394","1.4978798627853394","1.6676453351974487","1.6676453351974487","1.6676453351974487","2.2629218101501465","2.2629218101501465","2.2629218101501465","-0.023109951987862587","-0.023109951987862587","-0.023109951987862587","0.009754647500813007","0.009754647500813007","0.009754647500813007","-1.0633028745682394e-12","-1.0633028745682394e-12","-1.0633028745682394e-12"
"540","1.4932308197021484","1.4932308197021484","1.4932308197021484","1.6768661737442017","1.6768661737442017","1.6768661737442017","2.262779474258423","2.262779474258423","2.262779474258423","-0.02116744965314865","-0.02116744965314865","-0.02116744965314865","0.010791394859552383","0.010791394859552383","0.010791394859552383","-7.774249451662775e-13","-7.774249451662775e-13","-7.774249451662775e-13"
"541","1.4942537546157837","1.4942537546157837","1.4942537546157837","1.6840994358062744","1.6840994358062744","1.6840994358062744","2.262632369995117","2.262632369995117","2.262632369995117","-0.017359275370836258","-0.017359275370836258","-0.017359275370836258","0.010450674220919607","0.010450674220919607","0.010450674220919607","-2.2418156740700026e-13","-2.2418156740700026e-13","-2.2418156740700026e-13"
"542","1.4963996410369873","1.4963996410369873","1.4963996410369873","1.6866458654403689","1.6866458654403689","1.6866458654403689","2.262463331222534","2.262463331222534","2.262463331222534","-0.014914542436599731","-0.014914542436599731","-0.014914542436599731","0.010512856766581535","0.010512856766581535","0.010512856766581535","3.73362256909926e-13","3.73362256909926e-13","3.73362256909926e-13"
"543","1.4995737075805664","1.4995737075805664","1.4995737075805664","1.6853013038635254","1.6853013038635254","1.6853013038635254","2.261956214904785","2.261956214904785","2.261956214904785","-0.014345264062285423","-0.014345264062285423","-0.014345264062285423","0.011217080987989902","0.011217080987989902","0.011217080987989902","7.79087840248327e-13","7.79087840248327e-13","7.79087840248327e-13"
"544","1.5028067827224731","1.5028067827224731","1.5028067827224731","1.6795133352279663","1.6795133352279663","1.6795133352279663","2.261385202407837","2.261385202407837","2.261385202407837","-0.014340976253151894","-0.014340976253151894","-0.014340976253151894","0.012465978972613811","0.012465978972613811","0.012465978972613811","9.653867332273802e-13","9.653867332273802e-13","9.653867332273802e-13"
